STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/9/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/10/2011,,,0.31,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/11/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/12/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/13/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/14/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/15/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/16/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/17/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/19/2011,,,0.4,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/20/2011,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/21/2011,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/22/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/24/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/25/2011,,,0.22,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/26/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/28/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/29/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,1/31/2011,,,0.82,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/1/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/2/2011,,,0.94,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/3/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/4/2011,,,0.55,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/5/2011,,,0.55,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/6/2011,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/7/2011,,,0.13,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/8/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/9/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/10/2011,,,0.33,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/12/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/13/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/14/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/15/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/16/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/17/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/18/2011,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/19/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/20/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/21/2011,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/22/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/24/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/25/2011,,,0.14,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/26/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/27/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,2/28/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/1/2011,,,0.09,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/2/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/4/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/5/2011,,,0.25,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/6/2011,,,0.88,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/7/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/8/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/9/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/10/2011,,,2.44,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/11/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/12/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/13/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/14/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/15/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/16/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/17/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/18/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/19/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/25/2011,6,0,,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/26/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/27/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/28/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/30/2011,,,0.85,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/31/2011,,,0.67,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/1/2011,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/2/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/3/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/4/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/5/2011,,,0.45,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/6/2011,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/7/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/8/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/9/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/10/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/11/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/12/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/13/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/14/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/15/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/16/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/17/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/18/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/19/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/20/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/21/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/22/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/23/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/25/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/26/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/27/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/28/2011,,,0.3,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/29/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/30/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/1/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/2/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/3/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/4/2011,,,0.17,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/5/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/6/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/7/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/9/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/10/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/11/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/12/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/13/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/14/2011,,,0.45,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/15/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/16/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/17/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/18/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/20/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/21/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/22/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/23/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/24/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/25/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/26/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/27/2011,,,0.35,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/28/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/29/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/30/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/31/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/1/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/2/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/3/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/4/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/5/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/6/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/7/2011,,,0.81,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/8/2011,,,0.16,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/9/2011,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/10/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/11/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/12/2011,,,0.04,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/13/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/14/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/15/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/16/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/17/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/18/2011,,,0.2,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/19/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/20/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/21/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/22/2011,,,0.55,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/23/2011,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/24/2011,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/25/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/26/2011,,,0.15,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/27/2011,,,0.26,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/28/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/29/2011,,,2.49,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/30/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/1/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/2/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/3/2011,,,0.06,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/4/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/6/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/7/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/9/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/10/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/11/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/12/2011,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/13/2011,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/14/2011,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/15/2011,,,0.07,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/16/2011,,,1.38,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/17/2011,,,0.93,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/18/2011,,,2.33,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/19/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/20/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/21/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/22/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/23/2011,,,1.89,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/24/2011,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/25/2011,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/26/2011,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/27/2011,,,1.38,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/28/2011,,,0.23,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/29/2011,,,0.15,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/30/2011,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/31/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/1/2011,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/2/2011,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/3/2011,,,0,0,,,,
