DATE,Daily_WL,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
2011-06-16,9.038333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-06-17,9.019999999999998,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-06-18,9.053333333333335,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.2,,,,,
2011-06-19,9.028333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-06-20,8.987499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-06-21,9.044166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-06-22,9.053333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.55,,,,,
2011-06-23,9.01333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-06-24,9.049166666666665,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-06-25,9.03,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-06-26,9.0175,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.15,,,,,
2011-06-27,9.046666666666669,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.26,,,,,
2011-06-28,9.036666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-06-29,8.92,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,2.49,,,,,
2011-06-30,9.089166666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-01,9.107499999999998,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-02,9.125833333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-03,9.091666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.06,,,,,
2011-07-04,9.0625,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-06,8.955833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-07,9.028333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-07-09,8.996666666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-10,9.071666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-11,9.114166666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-12,9.137500000000001,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.03,,,,,
2011-07-13,9.064166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.03,,,,,
2011-07-14,9.144999999999998,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-07-15,8.893333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.07,,,,,
2011-07-16,8.735,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.38,,,,,
2011-07-17,8.406666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.93,,,,,
2011-07-18,8.093333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,2.33,,,,,
2011-07-19,8.003333333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-07-20,7.922499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-21,8.066666666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-22,7.997500000000001,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-07-23,7.954166666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.89,,,,,
2011-07-24,7.923333333333335,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-07-25,7.9433333333333325,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.03,,,,,
2011-07-26,7.935,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-07-27,7.7975,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.38,,,,,
2011-07-28,7.751666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.23,,,,,
2011-07-29,7.6691666666666665,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.15,,,,,
2011-07-30,7.664999999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-07-31,7.725833333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-01,7.727499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-02,7.716666666666665,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.03,,,,,
2011-08-03,7.715833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-04,7.845,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-05,7.853333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.62,,,,,
2011-08-06,7.840833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-07,7.898333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-08,7.889166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.55,,,,,
2011-08-09,7.936666666666665,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-08-10,7.968333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.41,,,,,
2011-08-11,8.006666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.03,,,,,
2011-08-12,7.791666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-13,7.5775000000000015,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-08-14,7.550833333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.48,,,,,
2011-08-15,7.547499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-16,7.573333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-17,7.581666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-19,7.55,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-20,7.583333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-22,7.626666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.03,,,,,
2011-08-23,7.635833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-24,7.605000000000001,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-25,7.578333333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.82,,,,,
2011-08-26,7.560833333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,,,,,
2011-08-27,7.642499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-28,7.715,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-29,7.7266666666666675,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-30,7.776666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-08-31,7.805833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-01,7.603333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-09-02,7.28,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.44,,,,,
2011-09-03,6.6225,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,4.33,,,,,
2011-09-04,6.673333333333335,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,4.01,,,,,
2011-09-05,6.616666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.31,,,,,
2011-09-06,6.800833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.3,,,,,
2011-09-07,6.9941666666666675,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-08,7.076666666666665,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-09,7.198333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-10,7.274166666666669,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-11,7.38,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-12,7.495833333333331,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-13,7.541666666666665,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-14,7.607500000000001,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-17,7.927499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3.0,0.0,,,,,,
2011-09-18,7.899166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-19,7.894166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-20,7.84,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.25,,,,,
2011-09-21,7.82,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-09-22,7.654166666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-09-23,7.479166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.65,,,,,
2011-09-24,7.539166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-09-25,7.595833333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-26,7.633333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-27,7.697499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-28,7.780000000000001,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-09-29,7.753333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.83,,,,,
2011-09-30,7.886666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-10-01,8.023333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-02,8.095,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-03,8.193333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-04,8.149166666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-05,8.004166666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-07,7.862500000000001,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-08,7.880833333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-09,7.859999999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.04,,,,,
2011-10-10,7.904166666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-12,7.864166666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-13,7.940833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.25,,,,,
2011-10-14,8.046666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-15,8.065833333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-16,7.880833333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-17,7.838333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-18,7.539166666666669,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-19,7.4925,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-20,8.009166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-21,8.13,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-22,8.077499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-23,8.0375,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-24,8.064166666666665,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-25,8.110833333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-27,8.0075,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-29,8.080833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-30,8.173333333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-10-31,8.245833333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-01,8.208333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-02,8.106666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-03,8.158333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-04,8.240833333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-11-05,8.2825,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-07,8.211666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-08,8.0825,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-09,7.984166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-10,8.12583333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.11,,,,,
2011-11-11,8.31,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-13,8.178333333333335,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-14,8.046666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-15,7.944166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-16,7.921666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-17,8.018333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.3,0.0,,,,
2011-11-19,8.051666666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.02,,,,,
2011-11-20,7.944166666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.36,,,,,
2011-11-21,8.056666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-11-22,8.007499999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-23,7.925,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.4,,,,,
2011-11-24,8.114166666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-25,8.145833333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-26,7.976666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-11-28,7.704999999999999,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,1.36,,,,,
2011-11-29,7.900833333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-11-30,8.029166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-02,8.088333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-03,8.013333333333334,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-04,7.834166666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.09,,,,,
2011-12-05,7.766666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-06,7.761666666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.1,,,,,
2011-12-07,7.834166666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.17,,,,,
2011-12-08,8.128333333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.01,,,,,
2011-12-09,8.1325,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-10,8.153333333333332,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-12,8.1825,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-13,8.154166666666667,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-14,8.086666666666666,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-15,8.015833333333331,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-16,7.938333333333333,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-17,7.974166666666668,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
2011-12-18,8.070833333333335,US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,,,0.0,0.0,,,,
